,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数,社内LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX
89,35165ECE010    ,2023,39,4.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,1.24,0.365,2.695,0.4750000000000001,4.01,2.525,（株）松尾製作所,12,6.365079365079365,7.168137628242462,0.0,0.40735737822338575
90,35174ECB010    ,2023,35,18.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,1.0,1.1,0.18999999999999995,0.3900000000000001,0.17999999999999972,0.7599999999999998,0.0,（株）浅賀井製作所,1,0.8735632183908043,inf,0.13,0.0
91,35174ECB010    ,2023,36,16.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,3.0,1.36,0.22999999999999998,0.75,0.13999999999999968,1.1500000000000004,20.55,（株）浅賀井製作所,95,1.3218390804597706,3.952227450689787,0.13,1.5814609366036472
92,35174ECB010    ,2023,37,14.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,3.0,1.34,0.21999999999999997,0.5900000000000001,0.16999999999999993,1.18,18.6,（株）浅賀井製作所,99,1.3563218390804597,3.8207521423503077,0.13,1.4892425401718783
93,35174ECB010    ,2023,38,13.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,3.0,1.34,0.27,0.7599999999999998,0.19999999999999984,1.27,18.9,（株）浅賀井製作所,94,1.4597701149425288,3.491526334165928,0.13,1.418977529052044
94,35174ECB010    ,2023,39,17.0,0.0,1.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20.0,2.0,1.44,0.20999999999999996,1.0,0.17999999999999972,1.4550000000000003,19.35,（株）浅賀井製作所,100,1.6724137931034486,4.459659754194047,0.13,1.656167901040651
95,35174ECE010    ,2023,36,15.5,0.0,0.5,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,3.0,1.37,0.22999999999999976,1.4700000000000002,0.31000000000000005,2.08,13.225,（株）浅賀井製作所,55,2.3908045977011496,5.949353727462024,0.13,1.5629957268681873
96,35174ECE010    ,2023,37,15.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.0,1.36,0.21999999999999997,1.0999999999999999,0.3200000000000003,1.77,11.875,（株）浅賀井製作所,63,2.0344827586206895,6.411969008816458,0.13,1.5038394511769462
97,35174ECE010    ,2023,38,15.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,3.0,1.34,0.27,0.77,0.33000000000000007,1.94,12.475,（株）浅賀井製作所,61,2.2298850574712645,6.10357771380324,0.13,1.5234492796021164
98,35174ECE010    ,2023,39,17.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40.0,2.0,1.34,0.20999999999999996,0.8800000000000001,0.29499999999999993,1.6050000000000002,12.325,（株）浅賀井製作所,64,1.8448275862068968,7.0015753544547525,0.13,1.5889223542034168
99,35174ECE020    ,2023,36,9.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,3.0,1.44,0.22999999999999998,2.1399999999999997,0.10000000000000053,2.54,5.877777777777778,（株）浅賀井製作所,23,4.031746031746032,7.77254277297458,0.13,0.943804208408975
100,35174ECE020    ,2023,37,8.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.0,1.34,0.21999999999999997,1.5900000000000007,0.11999999999999966,2.0100000000000002,5.277777777777778,（株）浅賀井製作所,29,3.1904761904761907,7.694362810579749,0.13,0.8622830362092259
101,35174ECE020    ,2023,38,8.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,3.0,1.34,0.30000000000000027,1.9049999999999998,0.14500000000000002,2.3049999999999997,5.544444444444444,（株）浅賀井製作所,28,3.658730158730158,7.324293256563889,0.13,0.8901126365210377
102,35174ECE020    ,2023,39,11.0,0.0,0.0,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90.0,2.0,1.3900000000000001,0.2350000000000001,1.8149999999999997,0.10000000000000031,2.07,5.477777777777778,（株）浅賀井製作所,28,3.2857142857142856,10.193470001338536,0.13,0.9293049558219203
103,3519510A010    ,2023,36,3.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,2.0,3.25,0.21999999999999975,1.8600000000000003,0.5899999999999999,2.67,0.685,中庸スプリング（株）,1,4.238095238095238,26.224922417937844,0.1,0.11277486440954224
104,3519510A010    ,2023,37,2.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,1.0,1.9049999999999998,0.1250000000000001,1.1099999999999999,0.7050000000000003,1.9400000000000002,0.6533333333333333,中庸スプリング（株）,2,3.0793650793650795,18.33068556764023,0.1,0.10700898755623087
105,3519510A010    ,2023,38,2.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,1.0,0.9199999999999999,0.08000000000000007,7.6899999999999995,0.7699999999999996,8.4,0.63,中庸スプリング（株）,3,13.333333333333334,19.009599847923198,0.1,0.10332660069505627
106,3519510A010    ,2023,39,2.0,0.0,0.0,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600.0,2.0,3.17,0.27,2.03,0.6300000000000008,3.64,0.645,中庸スプリング（株）,3,5.777777777777778,18.567516130529636,0.1,0.10569558562402587
107,35195ECE010    ,2023,36,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.755,0.2999999999999997,2.225,0.38000000000000034,2.9099999999999993,2.6574999999999998,三共鋼業（株）,10,4.693548387096773,9.613337819557648,0.0,0.5643471516820913
108,35195ECE010    ,2023,37,8.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,2.755,0.19499999999999995,3.7950000000000004,0.12500000000000044,4.095,2.5225,三共鋼業（株）,8,6.604838709677419,11.574660175211417,0.0,0.5624579625206795
109,35195ECE010    ,2023,38,6.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.755,0.20500000000000007,3.3549999999999995,0.3600000000000003,4.07,2.495,三共鋼業（株）,12,6.564516129032259,8.776677442476192,0.0,0.5264807791990234
110,35195ECE010    ,2023,39,8.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.76,0.2899999999999998,3.99,0.31000000000000005,4.335,2.52,三共鋼業（株）,12,6.991935483870968,11.586142973004286,0.0,0.5621079000663853
111,35195TFG010    ,2023,36,6.0,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,3.75,0.2899999999999996,2.09,0.4400000000000004,3.11,2.67,三共鋼業（株）,7,5.016129032258064,8.201427048306403,0.0,0.5452103383932351
112,35195TFG010    ,2023,37,5.5,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.76,0.10000000000000009,2.0200000000000005,0.5099999999999998,3.2899999999999996,2.37,三共鋼業（株）,13,5.306451612903225,8.469617173303764,0.0,0.5019110411959398
113,35195TFG010    ,2023,38,5.0,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.76,0.2899999999999998,1.75,0.54,2.73,2.495,三共鋼業（株）,11,4.403225806451613,7.313897868730161,0.0,0.5033397666268555
114,35195TFG010    ,2023,39,5.5,0.0,0.0,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400.0,1.0,1.75,0.09999999999999998,1.8649999999999998,0.32499999999999973,3.0149999999999997,2.585,三共鋼業（株）,12,4.862903225806451,7.765180928715638,0.0,0.5248376593550468
115,35198ECE010    ,2023,36,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.83,0.2450000000000001,1.98,0.19000000000000017,2.3049999999999997,2.645,サトープレス工業（株）,10,3.9741379310344827,8.159823747807046,0.0,0.5485928081268574
116,35198ECE010    ,2023,37,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.8399999999999999,0.2100000000000002,1.885,0.2200000000000002,2.27,2.5225,サトープレス工業（株）,12,3.9137931034482762,8.556088726640093,0.0,0.5354889153244965
117,35198ECE010    ,2023,38,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,3.8200000000000003,0.18000000000000016,3.08,0.2600000000000007,3.6199999999999997,2.495,サトープレス工業（株）,13,6.241379310344827,8.650394313807471,0.0,0.5323800505951976
118,35198ECE010    ,2023,39,6.0,0.0,0.0,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200.0,1.0,1.8199999999999998,0.18500000000000005,3.015,0.1900000000000004,3.3900000000000006,2.525,サトープレス工業（株）,12,5.844827586206898,8.547617351663224,0.0,0.5357684676128338
119,35300ECB010    ,2023,36,121.5,0.0,3.5,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,3.0,0.9800000000000001,0.69,1.49,0.16000000000000014,2.19,78.75,アイシン精機（株）,277,2.4065934065934065,6.826801517067004,0.14,3.989911727616646
120,35300ECB010    ,2023,37,134.0,0.0,3.5,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.0,0.97,0.31999999999999984,1.84,0.19999999999999973,2.39,70.5,アイシン精機（株）,377,2.6263736263736264,8.410217786982992,0.14,4.533119511014147
121,35300ECB010    ,2023,38,126.5,0.0,3.0,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,3.0,0.9800000000000001,0.32000000000000006,2.0600000000000005,0.20999999999999996,2.845,73.08333333333333,アイシン精機（株）,358,3.1263736263736264,7.6588530892725615,0.14,4.275981212395567
122,35300ECB010    ,2023,39,128.0,0.0,3.0,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12.0,2.0,0.9949999999999999,0.3700000000000001,1.9300000000000002,0.1900000000000004,2.6000000000000005,73.16666666666667,アイシン精機（株）,380,2.8571428571428577,7.7408430261858205,0.14,4.311093487211207
123,35312ECB010    ,2023,36,6.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.2400000000000002,0.7399999999999998,0.33999999999999986,1.4400000000000004,6.523809523809524,（株）旭工業所,27,2.4406779661016955,3.1714069972313115,0.0,0.598718323849901
124,35312ECB010    ,2023,37,5.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.25,0.8199999999999998,0.3400000000000001,1.405,5.904761904761905,（株）旭工業所,32,2.38135593220339,2.9199110122358176,0.0,0.5482509635556422
125,35312ECB010    ,2023,38,5.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.3499999999999996,0.23000000000000043,0.6100000000000001,0.3550000000000002,1.3200000000000003,6.0,（株）旭工業所,30,2.237288135593221,2.8735632183908044,0.0,0.5450444806415236
126,35312ECB010    ,2023,39,5.0,0.0,0.0,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63.0,1.0,1.35,0.27000000000000046,0.9649999999999999,0.34499999999999975,1.54,6.142857142857143,（株）旭工業所,32,2.610169491525424,2.806736166800321,0.0,0.5401471868597393
127,35352ECB010    ,2023,36,2.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.02,0.7599999999999998,4.35,2.0900000000000007,7.200000000000001,0.8273809523809523,五興商事（株）,1,11.250000000000002,8.138943390741954,0.0,0.22203242420036037
128,35352ECB010    ,2023,37,1.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.0,0.2450000000000001,2.425,2.9200000000000004,5.23,0.7371031746031746,五興商事（株）,4,8.171875,4.567886129124353,0.0,0.18720125736119206
129,35352ECB010    ,2023,38,2.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,2.015,0.2549999999999999,2.68,0.8250000000000006,4.775,0.75,五興商事（株）,4,7.4609375,8.978675645342312,0.0,0.20478845278129323
130,35352ECB010    ,2023,39,2.0,0.0,0.0,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504.0,1.0,3.005,0.2100000000000002,3.2849999999999997,0.7749999999999995,4.355,0.8005952380952381,五興商事（株）,4,6.804687500000001,8.411250046937779,0.0,0.2161723963902828
131,3539450A010    ,2023,36,2.0,0.0,0.0,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,3.8699999999999997,0.3600000000000003,0.46999999999999975,0.6100000000000003,1.4400000000000004,0.946,ミズショー（株）,1,2.028169014084508,7.340850364106179,0.0,0.23997647182053164
132,3539450A010    ,2023,37,2.0,0.0,0.0,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,1.8399999999999999,0.40000000000000036,4.67,1.2999999999999998,6.869999999999999,0.846,ミズショー（株）,3,9.676056338028168,8.20856317310218,0.0,0.21985600551997392
133,3539450A010    ,2023,38,3.0,0.0,0.0,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,2.84,0.3799999999999999,3.08,2.08,6.17,0.877,ミズショー（株）,4,8.690140845070422,11.877613074876471,0.0,0.2344031453189902
134,3539450A010    ,2023,39,3.0,0.0,0.0,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000.0,1.0,1.87,0.3800000000000001,5.15,1.5299999999999994,7.489999999999999,0.9075,ミズショー（株）,4,10.549295774647886,11.47842056932966,0.0,0.24132641551871414
135,35409ECB010    ,2023,36,5.0,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.2699999999999996,0.31499999999999995,1.4200000000000004,0.5999999999999996,2.34,2.055,サンコール（株）,6,3.545454545454545,7.4634663323033745,0.0,0.519684811910156
136,35409ECB010    ,2023,37,3.0,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,3.2700000000000005,0.2549999999999999,1.52,0.5949999999999998,2.8649999999999998,2.055,サンコール（株）,8,4.34090909090909,4.478079799382025,0.0,0.4520911612711015
137,35409ECB010    ,2023,38,3.0,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.2600000000000002,0.2799999999999998,1.62,0.5900000000000001,2.725,1.89,サンコール（株）,10,4.128787878787879,4.86902327393125,0.0,0.4377310589155073
138,35409ECB010    ,2023,39,2.5,0.0,0.0,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200.0,1.0,2.27,0.28500000000000014,1.4249999999999998,0.5650000000000004,2.255,1.935,サンコール（株）,10,3.4166666666666665,3.9631584787812497,0.0,0.41702054482543893
139,35441ECB010    ,2023,36,27.0,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.31999999999999984,1.46,0.08999999999999986,2.0100000000000002,19.6875,（株）ニフコ,83,3.0,4.367606915377616,0.0,1.0782970706521833
140,35441ECB010    ,2023,37,21.5,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.33999999999999986,1.2000000000000002,0.08000000000000007,1.6099999999999994,17.625,（株）ニフコ,95,2.402985074626865,3.8848985860776075,0.0,0.9602008542504288
141,35441ECB010    ,2023,38,25.0,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.15,0.3200000000000003,1.6999999999999997,0.10000000000000053,2.145,18.270833333333332,（株）ニフコ,90,3.201492537313433,4.357646580336846,0.0,1.0619308930071203
142,35441ECB010    ,2023,39,22.0,0.0,1.0,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48.0,1.0,2.1500000000000004,0.31999999999999984,1.395,0.08999999999999986,1.965,18.291666666666668,（株）ニフコ,94,2.9328358208955225,3.830361417814082,0.0,0.9550015668965759
143,35441TFA010    ,2023,36,6.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.1500000000000004,0.31999999999999984,1.62,0.46999999999999975,2.4300000000000006,4.11,（株）ニフコ,13,3.6268656716417915,4.649216607001719,0.0,0.6692905378976303
144,35441TFA010    ,2023,37,4.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.15,0.31999999999999984,1.0899999999999999,0.4399999999999995,2.0699999999999994,3.72,（株）ニフコ,21,3.089552238805969,3.4244229847270726,0.0,0.5456711036094364
145,35441TFA010    ,2023,38,3.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.15,0.32499999999999996,0.875,0.4650000000000001,1.87,3.78,（株）ニフコ,18,2.791044776119403,2.5275502982509352,0.0,0.4617835408443908
146,35441TFA010    ,2023,39,4.0,0.0,0.0,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100.0,1.0,2.1500000000000004,0.3099999999999996,0.96,0.5499999999999998,2.09,3.87,（株）ニフコ,21,3.1194029850746263,3.2916934116756362,0.0,0.5438334216542013
147,3548255A010    ,2023,36,6.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,1.8299999999999998,0.3650000000000002,3.0650000000000004,0.16500000000000004,3.65,1.7633333333333334,サトープレス工業（株）,4,6.403508771929825,12.239735621710569,0.0,0.4257965845632241
148,3548255A010    ,2023,37,4.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.83,0.2100000000000002,0.7949999999999997,0.1200000000000001,1.8050000000000002,1.5833333333333333,サトープレス工業（株）,8,3.1666666666666674,9.087466868610372,0.0,0.37209417004622564
149,3548255A010    ,2023,38,4.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.83,0.18000000000000016,2.215,0.13999999999999968,2.51,1.6633333333333333,サトープレス工業（株）,8,4.4035087719298245,8.650394313807471,0.0,0.38473027418272854
150,3548255A010    ,2023,39,3.0,0.0,0.0,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300.0,1.0,2.825,0.17499999999999993,1.4700000000000002,0.14500000000000046,1.695,1.6400000000000001,サトープレス工業（株）,8,2.9736842105263164,6.580101772240742,0.0,0.36135427898883704
151,35482TFA010    ,2023,37,1.0,0.0,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,1.8299999999999998,0.5100000000000002,7.22,5.890000000000001,13.620000000000001,0.372,サトープレス工業（株）,1,20.636363636363637,9.669683607952345,0.0,0.09940077625739406
152,35482TFA010    ,2023,38,1.0,0.0,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,2.82,0.20500000000000007,0.7850000000000001,6.105,7.095000000000001,0.369,サトープレス工業（株）,2,10.75,9.748298921838137,0.0,0.0986606917467573
153,35482TFA010    ,2023,39,1.0,0.0,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000.0,1.0,3.83,0.16999999999999993,1.1499999999999995,6.190000000000001,7.510000000000001,0.42,サトープレス工業（株）,1,11.378787878787879,8.564576909900651,0.0,0.11104230300899533
154,35501ECB010    ,2023,36,5.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.35,0.2949999999999997,0.72,0.2649999999999999,1.87,4.140000000000001,大橋鉄工（株）,16,3.116666666666667,5.0744935655421575,0.0,0.5307014185401373
155,35501ECB010    ,2023,37,4.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.33,0.2599999999999998,0.8300000000000001,0.29000000000000004,2.04,3.72,大橋鉄工（株）,21,3.4000000000000004,4.51793620674076,0.0,0.4748374040153859
156,35501ECB010    ,2023,38,4.0,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.3199999999999998,0.27,1.2100000000000004,0.2999999999999998,1.81,3.78,大橋鉄工（株）,19,3.016666666666667,4.446222933617892,0.0,0.4753290592006112
157,35501ECB010    ,2023,39,4.5,0.0,0.0,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100.0,1.0,1.3399999999999999,0.29499999999999993,1.0950000000000002,0.2549999999999999,2.31,3.87,大橋鉄工（株）,22,3.85,4.885675200312683,0.0,0.502839635974807
158,35505ECB010    ,2023,35,18.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,0.9099999999999999,0.10000000000000009,0.29000000000000004,0.31999999999999984,0.71,0.0,中庸スプリング（株）,1,0.8765432098765431,inf,0.1,0.0
159,35505ECB010    ,2023,36,14.5,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1900000000000002,0.1499999999999999,0.7649999999999999,0.18999999999999984,1.2050000000000003,17.125,中庸スプリング（株）,82,1.4876543209876545,5.070151667467983,0.1,1.0007659885329292
160,35505ECB010    ,2023,37,12.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1800000000000002,0.1299999999999999,0.52,0.21999999999999997,1.0699999999999994,15.5,中庸スプリング（株）,83,1.3209876543209869,4.635889511299981,0.1,0.9117924734264171
161,35505ECB010    ,2023,38,11.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.1800000000000002,0.27,0.7499999999999998,0.18999999999999995,1.1999999999999997,15.75,中庸スプリング（株）,79,1.481481481481481,4.182111966543104,0.1,0.8563902147182149
162,35505ECB010    ,2023,39,12.0,0.0,1.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24.0,1.0,1.18,0.1100000000000001,0.6900000000000002,0.16999999999999993,1.18,16.125,中庸スプリング（株）,85,1.45679012345679,4.456203871327113,0.1,0.9005659693743351
163,35556ECB010    ,2023,36,4.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.915,0.43000000000000016,0.685,0.22499999999999964,1.4100000000000001,4.11,（株）ギフ加藤製作所,16,1.8800000000000001,4.055150040551499,0.12,0.6333473156867174
164,35556ECB010    ,2023,37,4.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.9,0.4399999999999995,0.71,0.17999999999999972,1.5099999999999998,3.72,（株）ギフ加藤製作所,13,2.013333333333333,4.4802867383512535,0.12,0.6129059540847767
165,35556ECB010    ,2023,38,3.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.92,0.4200000000000004,0.7000000000000002,0.27999999999999936,1.5,3.78,（株）ギフ加藤製作所,17,2.0,3.306878306878307,0.12,0.5570122139909287
166,35556ECB010    ,2023,39,5.0,0.0,0.0,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100.0,1.0,1.9300000000000002,0.42000000000000015,1.0,0.20999999999999996,1.6399999999999997,3.87,（株）ギフ加藤製作所,17,2.186666666666666,5.383290267011197,0.12,0.665620287877048
167,35557ECB010    ,2023,36,9.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,2.5,0.3700000000000001,1.0,0.25,1.63,8.934782608695652,小川工業（株）,33,1.8314606741573032,3.3915800339157998,0.05,1.083591829250267
168,35557ECB010    ,2023,37,7.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,2.2199999999999998,0.3799999999999999,0.6850000000000003,0.25,1.5500000000000003,8.076086956521738,小川工業（株）,28,1.7415730337078654,2.918371693607225,0.05,0.9510585902050447
169,35557ECB010    ,2023,38,8.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,3.3450000000000006,0.20999999999999974,0.8499999999999999,0.23500000000000032,1.4449999999999998,8.217391304347826,小川工業（株）,36,1.6235955056179774,3.2779292038551295,0.05,1.0259705961701984
170,35557ECB010    ,2023,39,11.0,0.0,0.0,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46.0,1.0,4.1899999999999995,0.17999999999999972,1.2100000000000004,0.2250000000000001,1.755,8.41304347826087,小川工業（株）,40,1.9719101123595504,4.402335151689156,0.05,1.2182279148446387
171,35580ECB011    ,2023,36,54.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,0.97,0.72,0.8199999999999998,0.16000000000000014,1.4500000000000002,68.5,アイシン精機（株）,263,1.6111111111111112,3.488146760545185,0.14,2.2464294164570315
172,35580ECB011    ,2023,37,33.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,0.9800000000000001,0.48,0.5,0.16999999999999993,1.2600000000000002,62.0,アイシン精機（株）,334,1.4000000000000001,2.3551241792749074,0.14,1.5747938173822777
173,35580ECB011    ,2023,38,78.0,0.0,2.5,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,3.0,1.0099999999999998,0.49,1.2400000000000002,0.1800000000000006,2.2700000000000005,63.0,アイシン精機（株）,312,2.5222222222222226,5.478297513695744,0.14,3.199567154194404
174,35580ECB011    ,2023,39,85.0,0.0,3.0,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6.0,2.0,1.0099999999999998,0.3400000000000001,1.4700000000000006,0.16999999999999993,2.12,64.5,アイシン精機（株）,335,2.3555555555555556,5.831103793647528,0.14,3.3755470251245723
175,35595ECB010    ,2023,36,10.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.83,0.2400000000000002,0.7799999999999998,0.2100000000000002,1.2650000000000001,10.275,サトープレス工業（株）,46,2.2192982456140355,3.500848955871798,0.0,0.699809702909182
176,35595ECB010    ,2023,37,7.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.8399999999999999,0.20000000000000018,0.75,0.20999999999999996,1.22,9.3,サトープレス工業（株）,50,2.1403508771929824,2.707511410226657,0.0,0.5612342029417147
177,35595ECB010    ,2023,38,8.0,0.0,0.0,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40.0,1.0,1.8199999999999998,0.17000000000000037,0.7600000000000002,0.2200000000000002,1.2100000000000002,9.45,サトープレス工業（株）,47,2.12280701754386,3.0451829012980087,0.0,0.6169182313363967
