,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,年＆週番号
78,9020156A001    ,2023,50,3.0,13.0,15.0,（株）ムロコーポレーション,3.56,0.1,0.855,0.995,1.87,2.1950000000000003,0.75,1.0402336380786532,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 137, dtype: object",1.0,1.0,1.78,100.0,12.0,14.21,0.755,0.14,0.8750000000000001,0.3250000000000002,1.3400000000000003,0.0,1.786666666666667,1.2881721480138113,3.031282838897422,0.443178409204813,100.0,390.0,3.ギヤサブ・共通部品,18,0.0,0.0,0.3846153846153846,0.844475721323012,1.0833333333333333,1.1538461538461537,1.2,1.5,1.25,3.56,2023-50
79,9020156A002    ,2023,50,3.0,14.0,16.0,（株）ムロコーポレーション,3.9,0.1,0.86,1.0,1.75,2.2,0.73,0.9763357556349304,1.0,"箱種類       TP-131 ﾊﾝﾖｳ
箱種類    サンボックス＃２０Ｂフタナシ
Name: 138, dtype: object",1.0,2.0,5.82,100.0,13.0,15.7,0.76,0.14,0.75,0.4500000000000002,1.3400000000000003,0.0,1.8356164383561648,1.372478670648062,2.2558087074216107,0.681692888614027,100.0,390.0,3.ギヤサブ・共通部品,20,0.0,0.0,0.6666666666666667,0.8280254777070064,1.0769230769230769,1.1428571428571428,1.25,1.5384615384615385,1.2307692307692308,1.95,2023-50
231,9025006027     ,2023,50,,,,（株）水野鉄工所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-50
80,9025006A007    ,2023,50,2.0,16.0,11.0,（株）ギフ加藤製作所,3.55,0.195,3.97,4.33,4.565,5.015,0.76,1.0502336380786534,1.0,"箱種類      AW-131 ｾﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 52, dtype: object",1.0,1.0,1.9,200.0,10.0,14.16,3.775,0.3599999999999999,0.2349999999999994,0.4500000000000002,1.0449999999999997,0.12,1.3749999999999991,0.995016691630418,1.9426906265177268,0.3527218274896472,100.0,390.0,2.MGケース,13,0.0,0.0,0.18181818181818188,0.7062146892655368,1.6,0.6875,1.1818181818181819,1.3,1.1,3.55,2023-50
81,9030106A018    ,2023,50,6.0,8.0,10.0,ＮＯＫ（株）,2.028,0.33,3.85,4.08,4.65,5.1,0.56,2.046749346449767,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類     テンバコ１０フタナシ
Name: 117, dtype: object",1.0,8.0,9.0,2000.0,3.0,6.077500000000001,3.52,0.2299999999999999,0.5700000000000003,0.4499999999999993,1.2499999999999996,0.03,2.2321428571428563,0.6107245140535719,23.66863905325444,0.2497550417821219,100.0,390.0,4.TA・カバー・メイン,10,0.0,0.0,1.0,0.4936240230357877,2.6666666666666665,1.25,1.0,3.3333333333333335,3.3333333333333335,0.2535,2023-50
82,9030111A014    ,2023,50,4.0,17.0,17.0,ＮＯＫ（株）,3.735,0.24,3.85,4.08,4.65,5.06,0.56,1.3594670219853433,3.0,"箱種類        TP-131 ﾊﾝﾖｳ
箱種類    サンボックス＃Ｋ１０Ｂフタナシ
Name: 118, dtype: object",1.0,8.0,9.0,1000.0,12.0,14.95,3.61,0.2299999999999999,0.5700000000000003,0.4099999999999992,1.2099999999999995,0.03,2.1607142857142847,0.8900546908691727,8.56760374832664,0.4337816693600484,100.0,390.0,2.MGケース,18,0.0,0.0,0.5,0.802675585284281,1.4166666666666667,1.0,1.0588235294117647,1.5,1.4166666666666667,0.466875,2023-50
83,9030115A011    ,2023,50,3.0,4.0,4.0,ＮＯＫ（株）,0.78,0.15,3.95,4.11,6.04,6.68,0.6,1.831678778174652,1.0,"箱種類          TP-131 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ
Name: 119, dtype: object",1.0,8.0,9.0,1000.0,1.0,0.78,3.8,0.1600000000000001,1.93,0.6399999999999997,2.7299999999999995,0.03,4.55,1.4904360046801242,30.769230769230763,0.0970693759808051,100.0,390.0,2.MGケース,3,0.0,0.0,0.5,1.282051282051282,4.0,1.0,0.75,3.0,4.0,0.0975,2023-50
84,9030117A010    ,2023,50,3.0,5.0,5.0,ＮＯＫ（株）,1.1035,0.145,3.945,4.095,6.615,7.16,0.58,3.3196009314643167,3.0,"箱種類       TP-131 ﾊﾝﾖｳ
箱種類    サンボックス＃２４Ｂフタナシ
Name: 120, dtype: object",1.0,2.0,3.52,1000.0,2.0,2.207,3.8,0.1499999999999994,2.5200000000000005,0.5449999999999999,3.215,0.03,5.543103448275862,0.968489907785941,12.02930338304109,0.2374126130884322,100.0,390.0,3.ギヤサブ・共通部品,5,0.0,0.0,1.5,0.9062075215224287,2.5,1.0,1.0,2.5,2.5,0.55175,2023-50
85,9030119A010    ,2023,50,1.0,4.0,3.0,ＮＯＫ（株）,0.781,0.145,3.945,4.1,5.4,6.695,0.58,1.811678778174652,1.0,"箱種類       TP-131 ﾊﾝﾖｳ
箱種類    サンボックス＃２４Ｂフタナシ
Name: 121, dtype: object",1.0,2.0,3.52,1000.0,2.0,1.562,3.8,0.1549999999999993,1.3000000000000007,1.295,2.75,0.03,4.741379310344828,1.5179291346398334,5.665529783690073,0.1640667613040795,100.0,390.0,7.ファイナル前半,4,0.0,0.0,1.0,1.2804097311139564,2.0,0.75,1.3333333333333333,2.0,1.5,0.3905,2023-50
86,9030119A011    ,2023,50,4.0,15.0,16.0,ＮＯＫ（株）,3.55,0.15,1.94,2.17,3.59,3.67,0.54,0.8302336380786534,1.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 122, dtype: object",1.0,1.0,2.28,200.0,13.0,14.16,1.79,0.2299999999999999,1.42,0.08,1.73,0.03,3.203703703703704,2.083750790926284,3.435245620061835,0.558445072905642,100.0,390.0,7.ファイナル前半,18,0.0,0.0,0.5,0.9180790960451978,1.1538461538461537,1.0666666666666667,1.125,1.3846153846153846,1.2307692307692308,3.55,2023-50
87,9031150A014    ,2023,50,4.0,39.0,39.0,ＮＯＫ（株）,8.892857142857142,0.15,1.94,2.17,2.72,3.085,0.54,0.6519253830779481,1.0,"箱種類         B-24
箱種類    ＴＰ３３１フタナシ
Name: 123, dtype: object",1.0,1.0,2.28,84.0,36.0,44.5,1.79,0.2299999999999999,0.5499999999999998,0.3650000000000002,1.145,0.03,2.1203703703703702,1.756335969914362,1.371339014594965,0.3735232170871597,100.0,390.0,8.ファイナル後半,45,0.0,0.0,0.2857142857142858,0.8089887640449438,1.0833333333333333,1.0,1.1538461538461537,1.25,1.0833333333333333,8.892857142857142,2023-50
88,9031150A015    ,2023,50,4.0,41.0,39.0,ＮＯＫ（株）,8.892857142857142,0.15,1.94,2.23,2.92,3.22,0.53,0.6419253830779481,1.0,"箱種類           B-24
箱種類    ＴＰ３３１．５フタナシ
Name: 124, dtype: object",1.0,1.0,3.05,84.0,39.0,44.5,1.79,0.29,0.69,0.3000000000000002,1.2800000000000002,0.03,2.415094339622642,1.994001224663477,1.110615300709009,0.3828441670938068,100.0,390.0,8.ファイナル後半,46,0.0,0.0,0.3142857142857143,0.8764044943820225,1.0512820512820513,0.9512195121951219,1.1794871794871795,1.1794871794871795,1.0,8.892857142857142,2023-50
89,9033904A002    ,2023,50,3.0,4.0,3.0,サトープレス工業（株）,0.747,0.13,3.95,4.22,5.2,5.75,0.65,1.9824450366422384,1.0,"箱種類        AW-131 ｾﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 76, dtype: object",1.0,4.0,4.0,1000.0,1.0,0.747,3.82,0.2699999999999996,0.9800000000000004,0.5499999999999998,1.7999999999999998,0.0,2.7692307692307687,0.9079696872952128,32.1285140562249,0.0927282103012252,100.0,390.0,4.TA・カバー・メイン,3,0.0,0.0,2.0,1.3386880856760375,4.0,0.75,1.0,3.0,3.0,0.18675,2023-50
90,9034108A006    ,2023,50,2.0,15.0,15.0,（株）杉浦製作所,3.344,0.265,0.91,1.125,1.625,2.035,0.53,1.4264455932228717,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 91, dtype: object",1.0,6.0,5.76,1000.0,14.0,16.729,0.645,0.2149999999999999,0.5,0.4100000000000001,1.125,0.12,2.1226415094339623,0.7886736131717482,5.308456725460774,0.3315105744430426,100.0,390.0,2.MGケース,18,0.0,0.0,0.2857142857142858,0.836870105804292,1.0714285714285714,1.0,1.2,1.2857142857142858,1.0714285714285714,0.5573333333333333,2023-50
91,9034108A010    ,2023,50,2.0,2.0,3.0,（株）杉浦製作所,0.714,0.13,0.68,0.9,1.9,2.38,0.47,1.9211681903932665,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 92, dtype: object",1.0,6.0,5.76,1000.0,1.0,0.714,0.55,0.2199999999999999,1.0,0.48,1.6999999999999995,0.12,3.617021276595744,0.8848782779669108,24.862015812242056,0.0799465451424799,100.0,390.0,2.MGケース,3,0.0,0.0,0.5,1.400560224089636,2.0,1.5,1.0,3.0,3.0,0.119,2023-50
92,9034114A004    ,2023,50,2.0,2.0,3.0,（株）青山製作所,0.714,2.33,3.22,3.7,5.73,6.21,1.0,2.4511681903932665,1.0,"箱種類        TP-331 ﾊﾝﾖｳ
箱種類    サンボックス＃Ｋ１０Ｂフタナシ
Name: 18, dtype: object",1.0,8.0,9.0,500.0,1.0,0.714,0.8900000000000001,0.48,2.03,0.4799999999999995,2.99,0.08,2.99,1.2198265348410395,22.408963585434176,0.0887551109316755,100.0,390.0,2.MGケース,3,0.0,0.0,0.5,1.400560224089636,2.0,1.5,1.0,3.0,3.0,0.08925,2023-50
245,9034118060     ,2023,50,,,,住友商事（株）鉄鋼部輸送機材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.0,,,,,,,,2023-50
93,9034118090     ,2023,50,5.0,10.0,11.0,（株）杉浦製作所,2.49,0.4,0.92,1.17,3.98,4.11,0.58,1.7792005329780145,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 93, dtype: object",1.0,6.0,5.76,300.0,7.0,9.966666666666669,0.52,0.2499999999999999,2.81,0.1300000000000003,3.1900000000000004,0.12,5.500000000000001,1.792940110388006,17.822770371426532,0.2722974827655562,100.0,390.0,4.TA・カバー・メイン,13,0.0,0.0,1.6,0.7023411371237457,1.4285714285714286,1.1,1.1818181818181819,1.8571428571428572,1.5714285714285714,0.41500000000000004,2023-50
94,9034118A024    ,2023,50,7.0,7.0,9.0,（株）青山製作所,1.955,0.32,3.16,3.45,6.12,6.42,1.06,2.5380145338095828,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ１３１フタナシ
Name: 19, dtype: object",1.0,2.0,2.34,200.0,3.0,3.905,2.8400000000000003,0.29,2.67,0.2999999999999998,3.26,0.08,3.075471698113207,1.2844686098415323,21.440494969141,0.3108935551363663,100.0,390.0,2.MGケース,9,0.0,0.0,0.8,0.7682458386683739,2.3333333333333335,1.2857142857142858,1.0,3.0,3.0,0.9775,2023-50
95,9036324A003    ,2023,50,6.0,66.0,74.0,日本精工（株）,16.181818181818183,0.15,1.34,1.55,1.87,2.13,0.74,0.8038514003773037,1.0,"箱種類    T-10 ﾊﾝﾖｳ
箱種類    ＴＰ３４１フタナシ
Name: 128, dtype: object",1.0,6.0,4.92,22.0,69.0,80.77272727272728,1.1900000000000002,0.2099999999999999,0.32,0.2599999999999998,0.7899999999999998,0.09,1.067567567567567,0.9827687052970208,3.7579714546006673,0.8259875438178883,100.0,390.0,1.デフ・大物ギヤ・Brg,82,0.0,0.0,0.17142857142857149,0.8542487338210466,0.9565217391304348,1.121212121212121,1.1081081081081081,1.1884057971014492,1.0724637681159421,2.6969696969696972,2023-50
96,9036324A004    ,2023,50,15.0,104.0,115.0,日本精工（株）,24.9,0.13,1.33,1.56,2.16,2.335,0.74,0.7799733510992671,1.0,"箱種類    T-10 ﾊﾝﾖｳ
箱種類     Aﾊﾟﾚﾌﾀﾅｼ
Name: 129, dtype: object",1.0,24.0,19.68,30.0,106.0,124.6,1.2000000000000002,0.2299999999999999,0.6000000000000001,0.1749999999999998,1.005,0.09,1.358108108108108,1.2885055605856124,6.991214373936753,1.617474875240567,100.0,390.0,1.デフ・大物ギヤ・Brg,128,0.0,0.0,0.09401709401709413,0.8507223113964687,0.9811320754716981,1.1057692307692308,1.1130434782608696,1.2075471698113207,1.0849056603773586,1.0374999999999999,2023-50
97,9036324A005    ,2023,50,15.0,74.0,83.0,日本精工（株）,17.772727272727273,0.15,1.36,1.56,2.45,2.57,0.69,0.7441938662396846,1.0,"箱種類    T-10 ｾﾝﾖｳ
箱種類    ＴＰ３４１フタナシ
Name: 130, dtype: object",1.0,6.0,4.92,22.0,71.0,89.13636363636363,1.2100000000000002,0.1999999999999999,0.8900000000000001,0.1199999999999996,1.2099999999999995,0.09,1.753623188405797,1.6259204152191864,8.553950369807147,1.2092183117751851,100.0,390.0,1.デフ・大物ギヤ・Brg,92,0.0,0.0,0.05747126436781613,0.796532381438042,1.0422535211267605,1.1216216216216217,1.108433734939759,1.295774647887324,1.1690140845070423,2.9621212121212124,2023-50
98,9036340A010    ,2023,50,11.0,78.0,87.0,日本精工（株）,18.675,0.15,1.36,1.56,2.16,2.56,0.74,0.8998934043970686,3.0,"箱種類    T-10 ｾﾝﾖｳ
箱種類    ＴＰ３４１フタナシ
Name: 132, dtype: object",1.0,6.0,4.92,80.0,75.0,93.45,1.2100000000000002,0.1999999999999999,0.6000000000000001,0.3999999999999999,1.2,0.09,1.6216216216216215,1.3334912714512046,5.969825246933681,1.0982345608243644,100.0,390.0,,94,0.0,0.0,0.09302325581395343,0.8025682182985554,1.04,1.1153846153846154,1.0804597701149425,1.2533333333333334,1.16,3.1125000000000003,2023-50
99,9036345A004    ,2023,50,9.0,34.0,37.0,岡谷鋼機（株）,8.3,0.14,4.4,4.68,5.14,5.47,0.68,0.7999200532978015,1.0,"箱種類    ｻﾝﾎﾞｯｸｽ#9T
箱種類     ＴＰ３４１フタナシ
Name: 46, dtype: object",1.0,6.0,4.92,90.0,29.0,33.22222222222223,4.260000000000001,0.2799999999999993,0.4599999999999999,0.33,1.0699999999999994,0.0,1.573529411764705,1.337633674251257,10.98990556821882,0.7037716505990235,100.0,390.0,4.TA・カバー・メイン,42,0.0,0.0,0.6799999999999999,0.8729096989966554,1.1724137931034482,1.088235294117647,1.135135135135135,1.4482758620689655,1.2758620689655173,1.3833333333333335,2023-50
100,9036628A005    ,2023,50,5.0,28.0,26.0,（株）ジェイテクト,5.916666666666667,0.09,2.02,2.6,3.63,3.82,0.62,0.794140182847192,1.0,"箱種類       PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 55, dtype: object",1.0,1.0,1.9,60.0,23.0,29.616666666666667,1.93,0.5800000000000001,1.0299999999999998,0.1899999999999999,1.7999999999999998,0.0,2.9032258064516125,2.266602344118324,2.91403593977659,0.5478529896768692,100.0,390.0,1.デフ・大物ギヤ・Brg,30,0.0,0.0,0.36363636363636354,0.7765897580191333,1.2173913043478262,0.9285714285714286,1.1538461538461537,1.3043478260869565,1.1304347826086956,5.916666666666667,2023-50
101,9036628A006    ,2023,50,3.0,21.0,17.0,（株）ジェイテクト,4.4375,0.09,2.02,2.6,3.27,3.92,0.62,0.8521869104629226,1.0,"箱種類       PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 56, dtype: object",1.0,1.0,1.9,80.0,17.0,17.7,1.93,0.5800000000000001,0.6699999999999999,0.6499999999999999,1.9,0.0,3.064516129032258,2.2295578313540245,2.331228751821272,0.4291474823213096,100.0,390.0,1.デフ・大物ギヤ・Brg,23,0.0,0.0,0.4375,0.96045197740113,1.2352941176470589,0.8095238095238095,1.3529411764705883,1.3529411764705883,1.0,4.4375,2023-50
102,9036628A007    ,2023,50,7.0,28.0,25.0,（株）ジェイテクト,5.430555555555555,0.09,4.01,4.27,4.76,5.13,0.57,0.7473617440571498,1.0,"箱種類       PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃９Ｆフタナシ
Name: 57, dtype: object",1.0,1.0,1.9,72.0,19.0,21.86111111111111,3.92,0.2599999999999998,0.4900000000000002,0.3700000000000001,1.12,0.0,1.9649122807017547,1.498604937844337,4.444836405326749,0.6898645283779846,100.0,390.0,1.デフ・大物ギヤ・Brg,28,0.0,0.0,0.4736842105263157,0.8691232528589581,1.4736842105263157,0.8928571428571429,1.12,1.4736842105263157,1.3157894736842106,5.430555555555555,2023-50
103,9036628A008    ,2023,50,5.0,20.0,18.0,（株）ジェイテクト,3.91,0.09,4.01,4.27,4.92,5.65,0.58,0.8263357556349303,1.0,"箱種類    PT- 9 ｾﾝﾖｳ
箱種類     ＡＷ１３１フタナシ
Name: 58, dtype: object",1.0,1.0,1.78,100.0,13.0,15.74,3.92,0.2599999999999998,0.6500000000000004,0.7300000000000004,1.6400000000000006,0.0,2.827586206896553,1.9846654205830367,4.599900642146128,0.5743561043926129,100.0,390.0,1.デフ・大物ギヤ・Brg,20,0.0,0.0,0.4285714285714286,0.8259212198221093,1.5384615384615385,0.9,1.1111111111111112,1.5384615384615385,1.3846153846153846,3.91,2023-50
104,9036630A017    ,2023,50,9.0,53.0,48.0,（株）ジェイテクト,10.375,0.09,2.02,2.6,3.705,3.915,0.6,0.6959360426382412,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 59, dtype: object",1.0,4.0,4.0,72.0,42.0,51.91666666666667,1.93,0.5800000000000001,1.105,0.2099999999999999,1.895,0.0,3.1583333333333337,2.72295136894505,6.9397590361445785,0.8953211380286753,100.0,390.0,1.デフ・大物ギヤ・Brg,54,0.0,0.0,0.3500000000000001,0.8089887640449438,1.2619047619047619,0.9056603773584906,1.125,1.2857142857142858,1.1428571428571428,2.59375,2023-50
105,9036630A018    ,2023,50,12.0,101.0,90.0,（株）ジェイテクト,19.657894736842103,0.09,2.02,2.6,3.29,3.6,0.34,0.4918987341772152,3.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 60, dtype: object",1.0,4.0,4.0,38.0,86.0,98.36842105263158,1.93,0.5800000000000001,0.69,0.3099999999999996,1.5799999999999996,0.0,4.64705882352941,3.2120432321152848,4.883534136546184,1.1130793489587676,100.0,390.0,1.デフ・大物ギヤ・Brg,101,0.0,0.0,0.32894736842105265,0.8742643124665597,1.1744186046511629,0.8910891089108911,1.1222222222222222,1.1744186046511629,1.0465116279069768,4.914473684210526,2023-50
106,9036652A003    ,2023,50,8.0,33.0,30.0,（株）ジェイテクト,6.516666666666667,0.09,4.01,4.27,4.74,5.01,0.57,0.7178014533809582,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 61, dtype: object",1.0,4.0,4.0,60.0,24.0,26.23333333333333,3.92,0.2599999999999998,0.4700000000000006,0.2699999999999996,1.0,0.0,1.7543859649122808,1.3931429022466335,9.820971867007673,0.6793494490601936,100.0,390.0,1.デフ・大物ギヤ・Brg,34,0.0,0.0,0.3600000000000001,0.914866581956798,1.375,0.9090909090909091,1.1333333333333333,1.4166666666666667,1.25,1.6291666666666667,2023-50
107,9036652A004    ,2023,50,8.0,33.0,28.0,（株）ジェイテクト,6.206349206349207,0.09,4.01,4.27,4.79,4.984999999999999,0.57,0.7251915260500061,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 62, dtype: object",1.0,4.0,4.0,63.0,24.0,24.984126984126984,3.92,0.2599999999999998,0.5200000000000005,0.1949999999999994,0.9749999999999996,0.0,1.7105263157894732,1.344472411737431,10.312020460358053,0.6571421997376955,100.0,390.0,1.デフ・大物ギヤ・Brg,32,0.0,0.0,0.4545454545454546,0.9606099110546379,1.375,0.8484848484848485,1.1428571428571428,1.3333333333333333,1.1666666666666667,1.5515873015873018,2023-50
108,9036658A001    ,2023,50,4.0,38.0,33.0,（株）ジェイテクト,7.911111111111111,0.09,2.02,2.32,3.13,3.35,0.57,0.700605137135394,1.0,"箱種類         PT- 9 ｾﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 63, dtype: object",1.0,4.0,4.0,45.0,33.0,39.488888888888894,1.93,0.2999999999999998,0.81,0.2200000000000002,1.33,0.0,2.333333333333333,1.8983589036158808,4.044943820224719,0.6232202044722469,100.0,390.0,1.デフ・大物ギヤ・Brg,40,0.0,0.0,0.33333333333333326,0.835678109172763,1.1515151515151516,0.868421052631579,1.2121212121212122,1.2121212121212122,1.0,1.9777777777777779,2023-50
109,9036658A002    ,2023,50,7.0,48.0,45.0,（株）ジェイテクト,9.88888888888889,0.09,2.02,2.32,3.27,3.61,0.59,0.6944841097083152,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 64, dtype: object",1.0,4.0,4.0,36.0,41.0,49.36111111111112,1.93,0.2999999999999998,0.9500000000000002,0.3399999999999998,1.59,0.0,2.694915254237288,2.2894692301423616,5.662921348314606,0.811162709951825,100.0,390.0,1.デフ・大物ギヤ・Brg,50,0.0,0.0,0.4285714285714286,0.8306133933595946,1.170731707317073,0.9375,1.1111111111111112,1.2195121951219512,1.0975609756097562,2.4722222222222223,2023-50
110,9036659A009    ,2023,50,17.0,105.0,96.0,（株）ジェイテクト,20.75,0.09,2.02,2.65,3.61,3.71,0.59,0.6379680213191206,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 65, dtype: object",1.0,4.0,4.0,36.0,87.0,103.83333333333334,1.93,0.6299999999999999,0.96,0.1,1.69,0.0,2.864406779661017,2.649035599786965,6.554216867469879,1.3302849600490254,100.0,390.0,1.デフ・大物ギヤ・Brg,106,0.0,0.0,0.35897435897435903,0.8378812199036917,1.206896551724138,0.9142857142857143,1.1041666666666667,1.2183908045977012,1.103448275862069,5.1875,2023-50
111,9036659A010    ,2023,50,16.0,105.0,95.0,（株）ジェイテクト,20.75,0.09,2.02,2.65,3.625,3.74,0.59,0.6379680213191206,1.0,"箱種類        PT- 9 ｾﾝﾖｳ
箱種類    サンボックス＃２４Ａフタアリ
Name: 66, dtype: object",1.0,4.0,4.0,36.0,88.0,103.83333333333334,1.93,0.6299999999999999,0.975,0.1150000000000002,1.7200000000000002,0.0,2.9152542372881363,2.6960599003749,6.168674698795181,1.2909811164847984,100.0,390.0,1.デフ・大物ギヤ・Brg,107,0.0,0.0,0.28915662650602414,0.8475120385232744,1.1931818181818181,0.9047619047619048,1.1263157894736842,1.2159090909090908,1.0795454545454546,5.1875,2023-50
112,9050827A011    ,2023,50,2.0,7.0,8.0,（株）東郷製作所,1.775,0.08,1.47,1.66,2.14,2.66,0.82,1.4004672761573067,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタアリ
Name: 113, dtype: object",1.0,1.0,1.79,200.0,5.0,7.08,1.39,0.1899999999999999,0.4800000000000002,0.52,1.1900000000000002,0.08,1.4512195121951224,0.8497163912784879,4.038568327527892,0.3388499042269843,100.0,390.0,4.TA・カバー・メイン,9,0.0,0.0,0.8,0.7062146892655368,1.4,1.1428571428571428,1.125,1.8,1.6,1.775,2023-50
113,9052409A003    ,2023,50,2.0,4.0,4.0,（株）東郷製作所,0.711,0.14,2.46,2.56,3.5650000000000004,5.085,0.82,2.2711681903932663,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      TP131ﾌﾀﾅｼ
Name: 114, dtype: object",1.0,1.0,0.73,500.0,2.0,1.422,2.32,0.1,1.0050000000000003,1.5199999999999996,2.625,0.08,3.2012195121951224,1.1557928695476605,16.259766021966943,0.1176033655623365,100.0,390.0,4.TA・カバー・メイン,3,0.0,0.0,2.0,1.4064697609001406,2.0,1.0,0.75,1.5,2.0,0.711,2023-50
114,9056439A005    ,2023,50,13.0,9.0,10.0,（株）ムロコーポレーション,2.45,2.1,2.86,3.0,5.39,5.97,0.93,2.1078563015312133,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタアリ
Name: 143, dtype: object",1.0,2.0,3.92,100.0,1.0,2.45,0.7599999999999998,0.1400000000000001,2.39,0.5800000000000001,3.11,0.0,3.344086021505376,1.475432645831121,21.56960345113655,0.5672619154387627,100.0,390.0,,8,0.0,0.0,1.6666666666666665,0.4081632653061224,9.0,1.1111111111111112,0.8,8.0,10.0,1.225,2023-50
115,9056439A006    ,2023,50,4.0,7.0,7.0,（株）ムロコーポレーション,0.87,0.1,0.86,0.99,1.8,2.2,0.93,4.257787021630615,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタアリ
Name: 144, dtype: object",1.0,2.0,3.92,100.0,3.0,2.63,0.76,0.13,0.81,0.4000000000000001,1.3400000000000003,0.0,1.4408602150537635,0.3147174795715398,18.6898420708345,0.2086774111823776,100.0,390.0,,6,0.0,0.0,2.0,1.1406844106463878,2.3333333333333335,1.0,0.8571428571428571,2.0,2.3333333333333335,0.435,2023-50
116,9056450A002    ,2023,50,8.0,10.0,10.0,（株）ムロコーポレーション,0.79,2.1,2.86,3.0,3.77,4.03,0.93,4.84644908616188,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類       Ｔ２０３フタナシ
Name: 149, dtype: object",1.0,2.0,5.82,100.0,3.0,1.58,0.7599999999999998,0.1400000000000001,0.77,0.2600000000000002,1.1700000000000004,0.0,1.2580645161290327,0.241413863882469,29.696722224284493,0.265505326682445,100.0,390.0,,11,0.0,0.0,4.5,1.8987341772151898,3.3333333333333335,1.0,1.1,3.6666666666666665,3.3333333333333335,0.395,2023-50
117,9056450A003    ,2023,50,13.0,5.0,6.0,（株）ムロコーポレーション,2.24,2.1,2.86,3.0,5.91,6.38,0.93,2.3182461823229987,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタアリ
Name: 150, dtype: object",1.0,2.0,3.92,100.0,1.0,2.24,0.7599999999999998,0.1400000000000001,2.91,0.4699999999999997,3.52,0.0,3.78494623655914,1.5183892145884108,23.5917537746806,0.5236919491708609,100.0,390.0,,1,0.0,0.0,0.0,0.4464285714285714,5.0,1.2,0.16666666666666666,1.0,6.0,1.12,2023-50
270,9056451A084    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-50
